tamaño_m2,precio_cop,fecha_construccion,barrio,antiguedad,habitaciones
60,191700000,2004,Caicedo,21,2
72,315600000,1996,Buenos Aires,29,2
65,230300000,2015,Guayabal,10,4
81,361800000,2009,Manrique Central,16,4
58,203600000,2009,Campo Valdes No 1,16,3
80,297200000,1989,Aranjuez,36,4
51,119700000,1992,Moscu No 2,33,2
54,183500000,2010,La Candelaria,15,3
51,158000000,1999,La Candelaria,26,3
50,122100000,2000,Villa Guadalupe,25,2
59,223700000,2018,Villa Hermosa,7,3
120,557100000,1994,Suramericana,31,5
56,183600000,2010,Campo Valdes No 1,15,3
65,237200000,2015,Caicedo,10,4
120,552600000,2000,Conquistadores,25,3
76,321400000,1997,Buenos Aires,28,4
61,223000000,2012,Caicedo,13,3
52,135900000,2001,Moscu No 2,24,3
120,469000000,1985,Carlos E Restrepo,40,5
162,962600000,2009,Quinta Parro,16,4
65,163200000,1970,Campo Valdes No 1,55,4
180,1098300000,2003,Quinta Parro,22,6
61,192400000,2000,La Candelaria,25,4
60,181800000,1995,Andalucia,30,3
55,157400000,2015,Granizal,10,3
81,352200000,1999,Manrique Central,26,4
243,1642300000,2004,Alejandria,21,6
85,391700000,2006,Manrique Central,19,4
76,344100000,2004,Aranjuez,21,2
63,196800000,1991,Campo Valdes No 1,34,2
112,574200000,2002,La Floresta,23,4
63,193100000,1991,Villa Hermosa,34,2
347,2323500000,2001,Alejandria,24,5
51,156500000,1991,Villa Hermosa,34,3
56,171300000,1991,Villa Hermosa,34,3
48,135000000,2015,Moscu No 2,10,3
53,147500000,2014,Popular,11,2
51,153900000,2018,Moscu No 2,7,3
82,367300000,2005,Buenos Aires,20,3
54,144500000,2009,Santa Cruz,16,3
54,138900000,2003,La Cruz,22,2
82,382200000,2007,Manrique Central,18,4
120,548100000,1995,Conquistadores,30,5
54,163800000,1995,Caicedo,30,3
180,1110800000,2011,Quinta Parro,14,6
154,728700000,1988,Los Colores,37,5
65,165600000,1989,Guayabal,36,3
74,274300000,1981,La America,44,4
120,633700000,2014,La Floresta,11,3
64,290800000,2002,La America,23,2
85,446100000,2019,Manrique Central,6,4
62,186100000,1999,Villa Hermosa,26,4
50,148100000,2021,Moscu No 2,4,3
74,318500000,1995,Manrique Central,30,4
75,313000000,2000,Manrique Central,25,2
63,190400000,1991,Caicedo,34,2
52,123900000,2000,Santa Cruz,25,3
54,151700000,2016,Popular,9,2
81,292100000,1984,Buenos Aires,41,3
85,428400000,2016,Manrique Central,9,3
60,177300000,2000,Guayabal,25,2
120,594700000,2010,Laureles,15,4
120,545400000,1998,Suramericana,27,3
77,317500000,2000,Buenos Aires,25,4
63,158300000,1972,La Candelaria,53,2
84,315000000,1983,La America,42,4
85,457200000,2021,Buenos Aires,4,3
120,589200000,2003,Carlos E Restrepo,22,4
50,162600000,2004,Campo Valdes No 1,21,2
350,2483600000,2017,Alejandria,8,7
51,165900000,2002,Caicedo,23,3
77,287400000,1990,Aranjuez,35,4
60,217800000,2012,Campo Valdes No 1,13,3
120,606600000,2001,Estadio,24,5
137,751800000,1995,Cristo Rey,30,5
325,2313700000,2008,El Tesoro,17,5
77,316700000,1992,Manrique Central,33,2
180,797500000,1975,Laureles,50,6
60,219600000,2018,Villa Hermosa,7,3
73,366200000,2013,Manrique Central,12,4
57,191800000,2004,Guayabal,21,2
55,198800000,2013,La Candelaria,12,2
156,1020500000,2021,Prado,4,6
85,418600000,2013,La America,12,4
120,599300000,2002,Villa Nueva,23,4
100,561700000,2019,Conquistadores,6,4
85,396900000,2010,Manrique Central,15,3
76,349600000,2005,Belen,20,4
61,204300000,2007,La Candelaria,18,3
120,655800000,2013,Conquistadores,12,5
111,510600000,1993,Conquistadores,32,3
84,403500000,2008,La America,17,4
78,354900000,2006,Belen,19,3
56,173500000,1993,La Candelaria,32,3
69,262000000,1990,Belen,35,4
63,190800000,1998,La Candelaria,27,4
61,201100000,2009,Campo Valdes No 1,16,3
70,300700000,2000,Aranjuez,25,2
62,221300000,2017,La Candelaria,8,4
180,1030500000,2002,Prado,23,5
65,229100000,2015,Campo Valdes No 1,10,2
101,562200000,2012,Estadio,13,3
53,174600000,2002,Campo Valdes No 1,23,2
54,148600000,2008,Moscu No 2,17,2
227,1656900000,2001,El Tesoro,24,6
85,443400000,2018,Buenos Aires,7,4
80,366600000,2004,Belen,21,2
60,202000000,2001,Campo Valdes No 1,24,3
91,405400000,1996,Estadio,29,3
65,162100000,1971,Andalucia,54,3
76,338900000,1991,La America,34,2
64,169800000,1976,Andalucia,49,2
120,605800000,2004,La Floresta,21,3
60,255800000,1998,La America,27,2
55,181800000,2004,Campo Valdes No 1,21,2
85,397900000,2008,La America,17,4
84,418400000,2013,Aranjuez,12,4
65,230600000,2015,Caicedo,10,3
120,461100000,1975,Laureles,50,4
180,888800000,1979,Los Colores,46,5
61,198600000,2006,Caicedo,19,2
55,156100000,2015,Granizal,10,2
180,1194600000,2018,Quinta Parro,7,6
58,199000000,2003,Campo Valdes No 1,22,2
85,389700000,2007,Manrique Central,18,3
50,139400000,2013,Moscu No 2,12,2
180,1066000000,2010,Cristo Rey,15,6
63,236900000,2019,Andalucia,6,3
285,2451300000,2024,Alejandria,1,6
70,295300000,2000,Manrique Central,25,2
120,628500000,2011,Suramericana,14,4
107,603100000,2013,Laureles,12,4
55,140100000,2006,Moscu No 2,19,2
74,378200000,2020,Aranjuez,5,2
75,398200000,2018,Manrique Central,7,2
80,396900000,2015,Buenos Aires,10,4
56,184800000,2007,Guayabal,18,3
59,183500000,1999,Caicedo,26,2
180,1173500000,2012,Cristo Rey,13,6
65,239600000,2014,Caicedo,11,4
54,198500000,2022,La Candelaria,3,2
64,199100000,1997,Campo Valdes No 1,28,4
78,417400000,2022,Buenos Aires,3,2
62,224000000,2017,Andalucia,8,2
70,406100000,2021,Laureles,4,4
50,171100000,2009,Campo Valdes No 1,16,2
65,170800000,1989,La Candelaria,36,2
54,111100000,1985,Moscu No 2,40,3
150,819500000,1992,Prado,33,4
64,198200000,1998,Caicedo,27,4
60,208300000,2014,Villa Hermosa,11,2
58,154600000,1981,Villa Hermosa,44,2
82,308500000,1981,Manrique Central,44,4
180,1082100000,2006,Prado,19,4
54,222600000,2024,Villa Hermosa,1,2
55,145200000,2008,Granizal,17,3
79,329000000,1998,Manrique Central,27,2
180,994000000,1995,Cristo Rey,30,6
78,353400000,2003,Belen,22,3
50,183600000,2011,Andalucia,14,2
112,543000000,2010,Belen,15,4
106,519700000,2006,Villa Nueva,19,3
57,205800000,2016,Caicedo,9,2
53,174400000,2010,Andalucia,15,3
60,206600000,2010,Campo Valdes No 1,15,2
63,229400000,2012,Villa Hermosa,13,3
57,204700000,2013,Guayabal,12,3
75,322200000,1995,La America,30,4
85,410600000,2001,La America,24,3
58,203100000,2013,Campo Valdes No 1,12,3
59,151800000,1971,La Candelaria,54,3
98,449800000,1993,Carlos E Restrepo,32,3
180,1156000000,2013,Cristo Rey,12,4
65,212600000,2001,Villa Hermosa,24,4
120,594000000,2001,Laureles,24,4
65,173000000,1984,La Candelaria,41,2
59,193400000,2002,Caicedo,23,3
120,662800000,2015,Belen,10,4
53,138800000,2009,Villa Guadalupe,16,3
95,478000000,2004,Suramericana,21,4
62,202300000,2007,Campo Valdes No 1,18,2
45,94800000,1987,Popular,38,1
60,240000000,2023,La Candelaria,2,2
80,373800000,2006,Manrique Central,19,2
120,549900000,1999,Suramericana,26,5
52,156200000,2019,Moscu No 2,6,2
180,1079400000,2002,Quinta Parro,23,4
62,202400000,2009,Andalucia,16,4
120,594400000,2010,La Floresta,15,5
53,130400000,2007,Granizal,18,3
53,143600000,2011,Granizal,14,2
180,947700000,1999,Los Colores,26,6
50,106300000,1982,Santa Cruz,43,3
62,234400000,2013,Caicedo,12,2
54,112100000,1982,Santa Cruz,43,3
120,470700000,1990,Conquistadores,35,5
49,115900000,2000,Moscu No 2,25,3
85,428500000,2012,Buenos Aires,13,4
74,323400000,2003,Manrique Central,22,4
90,516200000,2019,Estadio,6,4
120,549600000,1998,Villa Nueva,27,5
68,242400000,1974,Belen,51,4
120,590600000,2004,Conquistadores,21,5
71,351100000,2015,Buenos Aires,10,4
60,215200000,2012,Villa Hermosa,13,3
55,193000000,2013,Villa Hermosa,12,2
48,102200000,1982,Granizal,43,2
116,639600000,2013,Belen,12,4
75,350800000,2007,Belen,18,2
64,194700000,1991,Guayabal,34,2
55,133300000,1993,La Cruz,32,3
65,218900000,2005,La Candelaria,20,2
166,989100000,2009,Los Colores,16,6
120,584500000,2001,Conquistadores,24,5
48,101600000,1977,Santa Cruz,48,3
83,414400000,2011,Aranjuez,14,4
120,598600000,2001,La Floresta,24,3
62,200700000,2009,Caicedo,16,3
79,341600000,2000,Belen,25,4
80,383000000,2001,Manrique Central,24,4
180,982200000,1996,Laureles,29,5
60,162500000,1977,Caicedo,48,3
80,470300000,2009,La Castellana,16,4
88,343200000,1972,Carlos E Restrepo,53,4
106,583700000,2022,Laureles,3,4
180,1163500000,2015,La Castellana,10,6
140,894500000,2014,Laureles,11,3
58,181400000,1991,Campo Valdes No 1,34,3
350,2323500000,2001,Manila,24,5
64,175600000,1983,Campo Valdes No 1,42,3
120,571100000,2008,Villa Nueva,17,4
59,161600000,1978,Guayabal,47,3
49,152400000,1998,Campo Valdes No 1,27,2
47,127500000,2011,Granizal,14,2
83,380100000,2009,Aranjuez,16,3
62,223800000,2016,Villa Hermosa,9,2
50,114100000,2000,Granizal,25,3
81,472900000,2024,Buenos Aires,1,3
62,207300000,2002,Villa Hermosa,23,2
79,361800000,2008,La America,17,4
65,204400000,1994,Caicedo,31,2
55,156000000,2019,Moscu No 2,6,2
180,1047300000,2004,El Velodromo,21,5
63,225200000,2011,Caicedo,14,2
65,242100000,2018,Guayabal,7,4
64,224900000,2013,Guayabal,12,3
61,233700000,2019,Villa Hermosa,6,4
48,128700000,2012,Popular,13,3
111,630200000,2018,La Floresta,7,3
59,193400000,2004,Andalucia,21,2
180,996600000,1992,La Castellana,33,6
64,228100000,2015,Villa Hermosa,10,2
57,174600000,1994,Caicedo,31,2
61,220000000,2013,Campo Valdes No 1,12,2
180,1319500000,2023,Los Colores,2,4
78,412600000,2019,La America,6,2
85,491300000,2024,Manrique Central,1,4
57,200800000,2011,Campo Valdes No 1,14,2
62,221500000,2011,Caicedo,14,4
105,488800000,2000,Suramericana,25,3
60,204400000,2003,Villa Hermosa,22,3
180,1222700000,2020,La Castellana,5,5
47,130700000,2014,Villa Guadalupe,11,2
75,363300000,2012,Buenos Aires,13,3
57,188400000,2003,Campo Valdes No 1,22,2
120,605600000,2004,Carlos E Restrepo,21,5
85,388800000,2010,Manrique Central,15,4
47,122200000,2007,Popular,18,3
77,334100000,1998,Aranjuez,27,4
60,199100000,2004,Campo Valdes No 1,21,2
59,201400000,2001,Villa Hermosa,24,3
61,224700000,2014,Guayabal,11,2
116,666600000,2022,Estadio,3,3
54,127900000,1998,Popular,27,3
64,205400000,2004,Villa Hermosa,21,4
80,344800000,1993,Belen,32,2
148,700000000,1984,El Velodromo,41,5
52,125600000,1999,Granizal,26,2
79,419100000,2015,Estadio,10,2
142,638900000,1971,El Velodromo,54,5
146,910400000,2013,Prado,12,5
83,406000000,2014,Manrique Central,11,3
77,318400000,1994,Aranjuez,31,4
76,282900000,1987,Aranjuez,38,3
52,135600000,2007,La Cruz,18,3
179,1184100000,2016,Prado,9,5
61,204300000,2009,Guayabal,16,3
57,148200000,1986,Campo Valdes No 1,39,2
101,506900000,2009,Laureles,16,3
61,201000000,2003,La Candelaria,22,3
58,214300000,2018,Villa Hermosa,7,2
59,221700000,2018,La Candelaria,7,3
65,177000000,1989,La Candelaria,36,2
52,134600000,2010,La Cruz,15,2
120,591200000,2002,Estadio,23,5
57,243600000,2023,Andalucia,2,3
63,206000000,2004,Caicedo,21,2
180,1049100000,2005,Quinta Parro,20,5
57,211800000,2015,Guayabal,10,3
64,211900000,2006,Andalucia,19,2
51,124200000,1991,Villa Guadalupe,34,3
120,559200000,1996,Suramericana,29,5
65,214600000,2008,Guayabal,17,4
89,444900000,2004,Villa Nueva,21,4
65,204400000,2010,Caicedo,15,3
52,129400000,2004,Popular,21,3
146,880400000,2002,La Castellana,23,5
85,391900000,2002,Aranjuez,23,3
46,128500000,2011,Santa Cruz,14,3
350,2345300000,2007,Los Balsos,18,6
120,653200000,2016,Villa Nueva,9,5
52,176600000,2005,Guayabal,20,2
120,601200000,2003,Estadio,22,5
47,116800000,2003,Popular,22,3
148,992800000,2018,Laureles,7,5
85,290400000,1975,Buenos Aires,50,3
47,140000000,2018,Popular,7,3
55,129400000,1992,Santa Cruz,33,2
72,368200000,2017,Buenos Aires,8,3
85,374700000,2009,Belen,16,3
52,168600000,2003,Villa Hermosa,22,3
120,550500000,1999,Laureles,26,3
61,207900000,2008,Andalucia,17,3
45,143000000,2024,Popular,1,2
62,208400000,2001,Andalucia,24,4
75,338300000,2001,Belen,24,4
55,142500000,2002,Villa Guadalupe,23,3
69,266300000,1989,Manrique Central,36,4
81,288200000,1973,Manrique Central,52,4
61,216400000,2015,Caicedo,10,4
52,149100000,2013,La Cruz,12,2
290,2192900000,2018,Alejandria,7,6
83,414300000,2013,Aranjuez,12,3
65,218200000,2004,Villa Hermosa,21,4
78,414200000,2022,Manrique Central,3,3
99,547700000,2013,Conquistadores,12,3
120,628300000,2017,Conquistadores,8,5
107,525100000,2004,Carlos E Restrepo,21,3
54,139800000,2006,Santa Cruz,19,2
58,191100000,2005,Caicedo,20,2
109,447300000,1990,Carlos E Restrepo,35,3
79,392700000,2017,La America,8,3
110,610600000,2014,Villa Nueva,11,4
65,177900000,1978,Guayabal,47,4
65,239500000,2019,Villa Hermosa,6,4
93,491200000,2016,La Floresta,9,3
60,220800000,2012,Andalucia,13,3
163,1034900000,2016,Quinta Parro,9,6
64,194900000,1995,Campo Valdes No 1,30,3
57,157200000,1976,La Candelaria,49,3
180,977900000,1998,Prado,27,6
65,217900000,2004,Villa Hermosa,21,3
62,211700000,2002,Guayabal,23,4
65,222400000,2003,Andalucia,22,3
58,153100000,1985,Villa Hermosa,40,3
45,128700000,2017,Granizal,8,1
44,105200000,1992,Granizal,33,1
180,1306400000,2024,La Castellana,1,5
120,603900000,2001,Villa Nueva,24,3
81,288600000,1973,Manrique Central,52,4
58,216800000,2019,Campo Valdes No 1,6,3
48,131600000,2011,Moscu No 2,14,3
75,315800000,1995,Aranjuez,30,4
74,369600000,2014,Aranjuez,11,2
54,182100000,2009,La Candelaria,16,3
120,599100000,2001,Belen,24,5
56,185400000,2001,Andalucia,24,3
53,171200000,2024,La Cruz,1,3
65,176500000,1987,Andalucia,38,3
70,319300000,2003,Buenos Aires,22,4
47,113700000,2000,Moscu No 2,25,2
51,134300000,2009,Santa Cruz,16,3
70,347400000,2015,La America,10,4
52,122300000,1994,Granizal,31,2
48,168300000,2013,Caicedo,12,3
85,367800000,1999,Buenos Aires,26,4
52,212800000,2024,Andalucia,1,3
120,666700000,2018,Villa Nueva,7,3
75,335800000,2007,Manrique Central,18,2
120,486900000,1986,Belen,39,4
75,363300000,2011,La America,14,2
59,179000000,1994,Campo Valdes No 1,31,3
252,1847800000,2008,El Tesoro,17,7
64,216200000,2009,Caicedo,16,2
84,442900000,2018,Aranjuez,7,3
65,239000000,2011,Villa Hermosa,14,4
60,197600000,2006,Villa Hermosa,19,3
56,183800000,2002,Villa Hermosa,23,2
58,186500000,2007,Villa Hermosa,18,2
120,553300000,2000,Villa Nueva,25,3
63,224200000,2016,Andalucia,9,2
64,248700000,2021,Andalucia,4,4
118,656600000,2020,Belen,5,5
78,390200000,2016,Belen,9,4
120,655900000,2012,La Floresta,13,4
114,603200000,2015,Villa Nueva,10,5
79,368200000,2001,La America,24,3
180,810100000,1972,La Castellana,53,5
51,142300000,2011,Villa Guadalupe,14,2
192,1375700000,2011,Castropol,14,5
85,432800000,2018,Aranjuez,7,3
60,149400000,1970,Campo Valdes No 1,55,2
61,179000000,1999,Andalucia,26,4
85,318700000,1980,Aranjuez,45,4
55,165900000,1999,Campo Valdes No 1,26,2
52,164800000,2023,Granizal,2,3
85,424000000,2015,Aranjuez,10,3
65,164400000,1972,Guayabal,53,2
63,241200000,2020,Caicedo,5,4
109,507500000,1995,Belen,30,4
50,94900000,1973,Moscu No 2,52,2
77,345700000,2009,Belen,16,4
111,551100000,2004,Conquistadores,21,4
48,101900000,1988,Granizal,37,2
161,1016600000,2017,Cristo Rey,8,5
83,440300000,2018,Manrique Central,7,4
78,414600000,2020,Buenos Aires,5,4
158,834000000,1993,Cristo Rey,32,4
120,494400000,1985,Suramericana,40,4
48,117800000,2000,Granizal,25,3
54,207500000,2018,La Candelaria,7,2
60,180000000,1998,Guayabal,27,3
60,195500000,2010,Villa Hermosa,15,3
107,602100000,2022,Villa Nueva,3,4
180,982600000,2000,Laureles,25,5
61,237700000,2021,La Candelaria,4,3
59,249500000,2023,Villa Hermosa,2,2
180,1219300000,2018,La Castellana,7,6
46,132500000,2017,Popular,8,2
72,441000000,2023,Suramericana,2,2
77,341000000,2009,Manrique Central,16,3
75,346900000,2001,Aranjuez,24,2
120,603100000,2008,Carlos E Restrepo,17,5
75,309200000,1993,Buenos Aires,32,3
120,590400000,2005,La Floresta,20,3
61,250400000,2024,Guayabal,1,3
62,194400000,2000,Villa Hermosa,25,4
82,375200000,2007,Manrique Central,18,4
55,146900000,2009,Villa Guadalupe,16,3
180,1073000000,2004,Cristo Rey,21,6
55,206800000,2022,Campo Valdes No 1,3,2
59,196400000,2008,Guayabal,17,2
53,152800000,2011,Moscu No 2,14,2
54,135100000,2009,La Cruz,16,2
68,291100000,1996,La America,29,3
52,126400000,1992,Moscu No 2,33,2
62,225800000,2012,Guayabal,13,4
57,219600000,2018,La Candelaria,7,3
104,460900000,1992,Villa Nueva,33,4
47,134000000,2017,Granizal,8,3
310,2254500000,2016,Los Balsos,9,5
63,210200000,2005,Guayabal,20,2
60,224800000,2020,La Candelaria,5,2
85,357100000,1997,Manrique Central,28,3
50,130300000,2001,Santa Cruz,24,3
55,163200000,2018,Santa Cruz,7,3
79,350200000,1992,Aranjuez,33,2
50,97300000,1972,Villa Guadalupe,53,3
57,190300000,2006,Guayabal,19,2
73,303500000,1999,Buenos Aires,26,4
58,202400000,2011,La Candelaria,14,3
61,221400000,2011,Caicedo,14,4
81,379100000,2002,Manrique Central,23,4
50,165000000,2024,La Cruz,1,2
55,138900000,2010,Popular,15,3
60,216800000,2019,Villa Hermosa,6,3
55,156600000,2014,Santa Cruz,11,3
85,379800000,2004,La America,21,4
180,1030100000,2010,Cristo Rey,15,5
108,573600000,2013,Villa Nueva,12,4
58,210100000,2015,Guayabal,10,2
44,106800000,1995,Popular,30,1
80,460000000,2024,Buenos Aires,1,4
75,353200000,2013,Buenos Aires,12,4
49,102400000,1982,Santa Cruz,43,2
65,214900000,2006,Villa Hermosa,19,2
60,180600000,1997,Guayabal,28,2
77,429700000,2023,Belen,2,2
115,724300000,2024,Belen,1,5
50,160300000,2023,La Cruz,2,2
82,382500000,2008,Aranjuez,17,3
77,389100000,2009,Estadio,16,3
85,315600000,1985,Manrique Central,40,3
112,555200000,2002,Estadio,23,5
72,339300000,2003,Aranjuez,22,3
85,398600000,2003,Buenos Aires,22,3
52,184700000,2015,Caicedo,10,3
110,413900000,1972,Belen,53,3
61,201900000,2005,Villa Hermosa,20,4
60,202700000,2010,Villa Hermosa,15,2
53,136100000,2010,La Cruz,15,3
63,193700000,1998,La Candelaria,27,3
83,427300000,2013,Aranjuez,12,4
65,194400000,1994,Campo Valdes No 1,31,3
60,250600000,2023,Villa Hermosa,2,2
46,129800000,2016,Granizal,9,3
120,726900000,2024,Laureles,1,5
120,489400000,1985,Suramericana,40,4
65,175500000,1990,Guayabal,35,4
54,289400000,2012,El Portal,13,3
174,1068000000,1981,Camino Verde,44,5
247,2145900000,2008,Alto de Las Palmas,17,4
154,958100000,1990,Villa Carlota,35,6
109,706000000,2010,El Chingui,15,4
75,423000000,1998,El Dorado,27,3
175,1349200000,2002,Villa Carlota,23,6
169,1083300000,1981,Camino Verde,44,5
350,2877500000,2007,Alto de Las Palmas,18,5
74,486400000,2015,Senorial,10,3
120,845300000,2013,El Chingui,12,3
350,3193400000,2017,Alto de Las Palmas,8,5
69,450300000,2015,Senorial,10,4
79,630100000,2024,Mesa,1,3
83,461700000,1994,Alcala,31,3
333,3124800000,2016,Club Campestre,9,6
120,656700000,1990,El Chingui,35,4
163,1259300000,2005,Villa Carlota,20,5
180,1272500000,1996,El Portal,29,6
120,725500000,1992,Zuniga,33,4
156,1356400000,2020,Las Antillas,5,5
79,513500000,2013,Alcala,12,2
120,594300000,1972,El Chingui,53,3
143,973600000,1995,Las Antillas,30,3
92,541000000,1991,Mesa,34,4
84,465500000,1994,El Dorado,31,4
131,1106500000,2013,El Portal,12,4
90,551400000,1994,La Magnolia,31,3
111,775500000,2017,La Magnolia,8,5
246,2137200000,2003,Loma del Escobero,22,4
81,499500000,2001,La Inmaculada,24,4
180,1531300000,2016,Las Antillas,9,4
347,2744000000,1993,Club Campestre,32,7
350,2460000000,1990,Loma del Escobero,35,5
120,774700000,2004,La Magnolia,21,3
130,755100000,1972,Villa Carlota,53,4
78,501800000,2011,Alcala,14,3
156,966900000,1979,Camino Verde,46,5
120,729200000,1996,Mesa,29,4
77,517300000,2022,Senorial,3,4
75,446100000,2010,La Inmaculada,15,3
180,1369300000,2006,Villa Carlota,19,4
147,1229100000,2011,Villa Carlota,14,4
180,1515700000,2016,Camino Verde,9,4
224,1954900000,2002,Club Campestre,23,4
72,540600000,2023,Alcala,2,3
109,657300000,1976,Camino Verde,49,3
83,541300000,2016,La Inmaculada,9,3
180,1260100000,1994,Camino Verde,31,5
180,1542300000,2019,El Portal,6,6
120,653900000,1982,La Magnolia,43,3
68,385600000,1998,Mesa,27,4
68,498300000,2017,La Magnolia,8,4
231,2288700000,2018,Santa Catalina,7,5
73,488700000,2020,Senorial,5,4
180,1483400000,2014,Las Antillas,11,5
72,431800000,2001,Alcala,24,4
180,1194200000,2006,Los Colegios,19,6
163,1049300000,2015,Los Colegios,10,5
139,977400000,2024,Betania,1,5
82,414100000,2020,El Carmelo,5,3
106,508000000,2005,Canaveralejo,20,3
83,280100000,1971,Ancon Sur,54,3
103,510500000,2010,La Doctora,15,4
148,861400000,2001,Las Casitas,24,3
120,471200000,1985,La Doctora,40,4
120,648600000,2015,Mayorca,10,4
144,778500000,1996,La Florida,29,3
120,648000000,2020,Mayorca,5,5
120,574000000,2004,El Progreso,21,5
120,657900000,2017,La Doctora,8,4
133,813900000,2017,Los Colegios,8,3
178,1108800000,2014,La Florida,11,5
95,423900000,1991,Mayorca,34,4
134,632300000,1986,Los Colegios,39,3
171,806900000,1980,Las Casitas,45,6
342,2554500000,2021,La Doctora Alta,4,7
120,533200000,2000,Mayorca,25,3
91,408000000,1991,El Progreso,34,3
68,307800000,2010,El Carmelo,15,4
180,1039100000,2010,Las Casitas,15,5
164,1023100000,2015,La Florida,10,4
71,266400000,1989,Holanda,36,3
120,658900000,2019,La Doctora,6,4
72,366300000,2011,San Jose,14,3
123,712500000,2008,Betania,17,5
85,376900000,2010,El Carmelo,15,4
74,318900000,2004,Ancon Sur,21,4
60,189100000,2006,Olivares,19,3
80,407100000,2016,Niquia,9,3
97,652000000,1999,Loma Linda,26,3
75,373500000,2022,Simon Bolivar,3,3
85,366500000,2004,San Fernando,21,4
79,283900000,1979,Centro,46,3
62,189300000,2000,Asturias,25,2
58,181500000,2010,Asturias,15,2
59,152800000,1985,San Pio,40,3
48,152000000,2008,Olivares,17,3
92,394300000,1993,Ditaires,32,4
59,167400000,1991,Olivares,34,3
52,177200000,2012,Olivares,13,3
63,184000000,1997,El Rosario,28,3
85,292300000,1990,San Fernando,35,3
112,603700000,2019,Ditaires,6,5
56,176500000,2003,San Pio,22,2
65,190900000,1994,Olivares,31,2
85,345100000,1994,Centro,31,3
77,346700000,2003,Centro,22,3
61,183600000,1992,Olivares,33,2
83,408500000,2019,Centro,6,4
171,972600000,2004,Machado,21,6
82,383600000,2016,Centro,9,4
72,256300000,1983,Centro,42,3
61,208200000,2016,Olivares,9,4
70,382900000,2023,Centro,2,2
60,211200000,2018,Olivares,7,3
120,638800000,2017,Ditaires,8,4
120,721700000,2023,Ditaires,2,4
87,529000000,2011,Machado,14,4
102,450700000,1994,Ditaires,31,4
77,342500000,2001,Centro,24,2
62,302300000,2016,Centro,9,3
77,345100000,2001,Centro,24,2
84,296100000,1980,Centro,45,3
56,188100000,2012,San Pio,13,2
71,293300000,1994,Centro,31,3
77,321400000,1999,Simon Bolivar,26,2
150,965000000,2019,Loma Linda,6,5
58,192400000,2014,Olivares,11,3
78,376500000,2021,Centro,4,4
115,443800000,1976,Los Naranjos,49,5
56,178300000,2007,Asturias,18,3
59,214500000,2020,San Pio,5,2
120,429200000,1974,Santamaria,51,5
99,381200000,1986,Jardin,39,4
61,220600000,2018,Olivares,7,4
61,203300000,2011,Asturias,14,3
84,370000000,2008,San Fernando,17,4
78,391800000,2018,San Fernando,7,3
180,759300000,1970,Machado,55,6
57,176200000,2001,El Rosario,24,2
59,192300000,2012,Olivares,13,3
85,419200000,2017,Centro,8,4
136,814900000,2017,Calatrava,8,4
62,195200000,2007,Asturias,18,3
107,505900000,2010,Ditaires,15,3
64,183600000,1998,El Rosario,27,4
60,189600000,2010,San Pio,15,2
83,395200000,2012,San Fernando,13,3
77,338400000,2008,San Fernando,17,2
180,1081700000,2012,Loma Linda,13,5
75,357700000,2013,Centro,12,4
78,337300000,2003,San Fernando,22,4
55,139800000,1985,Olivares,40,2
51,150100000,1999,San Pio,26,3
74,357000000,2011,San Fernando,14,2
171,863500000,1991,Loma Linda,34,5
55,137300000,2007,La Cabanita,18,2
126,628100000,1993,La Cumbre,32,4
110,298500000,1985,Nueva Jerusalén,40,4
55,163300000,1993,Paris,32,3
46,133300000,2012,La Gabriela,13,3
144,692100000,1986,La Campina,39,5
60,212600000,2014,Paris,11,3
54,103200000,1970,La Gabriela,55,2
48,114500000,1992,La Cabanita,33,3
55,181100000,2008,Bellavista,17,3
49,126900000,2003,La Gabriela,22,2
70,309100000,2008,Centro,17,4
71,307100000,1994,Perez,31,2
64,192300000,1999,La Cumbre,26,4
51,107100000,1986,La Gabriela,39,3
70,293800000,1995,Suarez,30,3
59,187000000,2009,Paris,16,2
51,105800000,1970,Paris,55,2
81,374200000,2007,Perez,18,4
82,310100000,1990,Centro,35,3
54,123600000,1992,Granjas de Te,33,3
76,372400000,2017,Perez,8,2
103,668300000,2016,Serramonte,9,4
55,114000000,1986,La Gabriela,39,3
60,213500000,2017,Paris,8,2
53,126600000,1995,Nueva Jerusalén,30,3
76,283700000,1990,Santa Ana,35,2
83,390900000,2001,Perez,24,4
49,144400000,2014,Paris,11,2
54,162000000,1994,Bellavista,31,2
59,157000000,1976,Bellavista,49,3
48,137500000,2012,Nueva Jerusalén,13,2
81,284000000,1973,Suarez,52,3
75,312700000,1991,Centro,34,3
56,189700000,2008,Bellavista,17,3
85,422900000,2015,Centro,10,3
46,119900000,2009,Granjas de Te,16,3
117,547400000,1999,Belen,26,4
47,121300000,2008,Paris,17,3
47,149300000,2023,La Cabanita,2,2
74,338600000,2007,Santa Ana,18,2
55,154400000,2011,La Cabanita,14,3
63,238500000,2021,Paris,4,2
58,170800000,1992,Bellavista,33,2
56,171400000,1993,Fontidueno,32,2
61,223800000,2013,La Cumbre,12,2
53,198900000,2012,Niquia,13,2
44,104600000,2000,La Gabriela,25,1
106,516600000,2007,El Mirador,18,4
85,441600000,2018,Centro,7,4
53,186200000,2017,Niquia,8,3
55,138400000,2009,Granjas de Te,16,3
